route_iata_code,Month,total_flights,departures,arrivals,landed,active,scheduled,total_dep_delay,total_dep_delay_15,total_on_time_15,short_delay,medium_delay,long_delay,total_calc_sft,total_calc_aft,total_flight_distance_km,commercial,private,cargo,morning_dep,afternoon_dep,evening_dep,morning_arr,afternoon_arr,evening_arr,avg_tavg_dep,total_prcp_dep,avg_snow_dep,avg_wdir_dep,avg_wspd_dep,avg_wpgt_dep,avg_pres_dep,total_tsun_dep,avg_tavg_arr,total_prcp_arr,avg_snow_arr,avg_wdir_arr,avg_wspd_arr,avg_wpgt_arr,avg_pres_arr,total_tsun_arr,total_passengers
BRU-CPH,2023-04,361,168,193,153,168,40,12924.0,274,68,87,217,57,32867.0,30453.0,272338.39999999997,302,32,27,125,124,112,131,89,141,8.5,873.2,0.0,152.62880886426592,12.970360110803325,34.87590027700831,1016.6770083102493,0.0,7.2202216066482,305.6,0.0,140.84764542936287,17.017728531855955,36.48476454293629,1018.8124653739612,0.0,35445
BRU-CPH,2023-05,418,196,222,180,197,41,13820.0,308,93,110,254,54,38052.0,34952.0,315339.2,328,58,32,132,160,126,142,98,178,13.061722488038278,873.4,0.0,173.95693779904306,10.657655502392343,29.175119617224883,1021.1368421052632,0.0,12.126555023923444,88.6,0.0,190.32296650717703,15.922488038277512,34.591626794258374,1021.7181818181818,0.0,40609
BRU-CPH,2023-06,390,187,203,155,188,47,14858.0,317,67,73,242,75,35441.0,32790.0,294216.0,321,35,34,136,125,129,146,87,157,19.24871794871795,473.4,0.0,136.95641025641027,9.63102564102564,28.58820512820513,1017.5687179487179,0.0,17.853076923076923,323.7,0.0,185.43846153846152,13.48025641025641,31.12923076923077,1017.9625641025642,0.0,43586
BRU-CPH,2023-07,298,145,153,139,145,14,8933.0,211,81,87,179,32,26800.0,23875.0,224811.19999999998,266,0,32,136,52,110,144,50,104,18.225503355704696,980.7,0.0,238.16107382550337,14.561073825503355,36.836241610738256,1013.2798657718122,0.0,17.20234899328859,825.8000000000001,0.0,208.5771812080537,18.9993288590604,41.56577181208054,1009.325167785235,0.0,30844
BRU-CPH,2023-08,306,153,153,145,153,8,7070.0,181,124,125,168,13,27524.0,24293.0,230846.4,284,20,2,110,104,92,110,84,112,18.035620915032677,707.4,0.0,217.49019607843138,11.321568627450981,29.524509803921568,1014.4424836601308,0.0,17.219281045751636,1177.8,0.0,204.70915032679738,15.187254901960785,35.75653594771242,1011.2712418300654,0.0,32035
BRU-CPH,2023-09,372,182,190,176,182,14,9238.0,226,130,146,199,27,33676.0,29844.0,280636.8,330,40,2,120,161,91,120,96,156,18.630645161290325,1065.1,0.0,177.93279569892474,10.231720430107526,26.954032258064515,1015.8766129032257,0.0,17.266666666666666,125.2,0.0,200.2016129032258,14.937096774193549,33.814247311827955,1016.6755376344086,0.0,41043
BRU-CPH,2023-10,385,191,194,189,191,5,8613.0,242,131,143,232,10,34951.0,30851.0,290444.0,342,41,2,116,178,91,116,108,161,13.782337662337662,1402.5,0.0,193.6831168831169,14.502077922077923,32.87220779220779,1010.5431168831168,0.0,10.955064935064934,1221.8,0.0,202.91168831168832,21.847272727272728,47.68363636363637,1009.1371428571429,0.0,42005
BRU-CPH,2023-11,303,149,154,153,149,1,5848.0,158,141,145,151,7,27775.0,24681.0,228583.19999999998,303,0,0,99,104,100,99,98,106,7.967326732673267,1335.2,0.0,212.1023102310231,18.963036303630364,42.24158415841585,1006.5798679867987,0.0,5.1165016501650165,1408.3,0.0,155.59735973597358,21.301320132013203,44.94125412541254,1002.9755775577557,0.0,37047
BRU-CPH,2023-12,275,135,140,131,136,8,5801.0,134,119,141,121,13,25198.0,22382.0,207460.0,253,0,22,116,69,90,115,65,95,6.657454545454545,601.7,0.0,224.13090909090909,17.816363636363636,38.178909090909094,1013.2596363636364,0.0,3.168727272727273,631.4,0.0,167.9781818181818,21.39818181818182,46.454181818181816,1008.8254545454546,0.0,28336
BRU-DJE,2023-01,18,9,9,7,11,0,390.0,12,6,6,12,0,3360.0,3172.0,35292.6,18,0,0,4,12,2,2,6,10,7.411111111111111,29.0,0.0,187.77777777777777,20.955555555555556,45.7,1016.6666666666666,0.0,13.899999999999999,25.6,0.0,262.8888888888889,14.100000000000001,0.0,1023.9888888888888,0.0,2964
BRU-DJE,2023-02,7,4,3,3,4,0,149.0,3,2,4,3,0,1260.0,1197.0,13724.9,7,0,0,0,6,1,0,0,7,5.6000000000000005,1.2,0.0,143.28571428571428,13.357142857142858,34.142857142857146,1030.6571428571428,0.0,14.257142857142856,0.4,0.0,181.85714285714286,17.3,0.0,1022.3857142857142,0.0,2529
BRU-DJE,2023-03,8,4,4,2,4,2,440.0,8,0,0,6,2,1440.0,1397.0,15685.6,8,0,0,0,2,6,0,0,8,7.4,29.0,0.0,198.25,13.975,32.875,1011.875,0.0,18.825,0.0,0.0,219.0,18.75,0.0,1016.85,0.0,2715
BRU-DJE,2023-04,68,34,34,19,38,11,2506.0,52,14,16,46,6,12620.0,12021.0,133327.6,68,0,0,32,26,10,24,30,14,8.992647058823529,189.9,0.0,180.25,11.433823529411764,32.58970588235294,1015.75,0.0,19.295588235294115,5.4,0.0,105.38235294117646,16.96764705882353,0.0,1014.4441176470588,0.0,8009
BRU-DJE,2023-05,68,34,34,16,41,11,2576.0,49,19,19,42,7,12714.0,12371.0,133327.6,68,0,0,27,33,8,19,42,7,13.549999999999999,64.4,0.0,176.64705882352942,11.185294117647059,29.439705882352943,1021.7823529411764,0.0,21.929411764705883,39.300000000000004,0.0,163.63235294117646,20.76764705882353,0.0,1010.925,0.0,8012
BRU-DJE,2023-06,76,38,38,17,41,18,2696.0,68,8,8,57,11,14106.0,13699.0,149013.2,76,0,0,30,38,8,23,45,8,20.071052631578947,32.800000000000004,0.0,129.55263157894737,8.755263157894737,27.97763157894737,1017.4552631578948,0.0,25.68421052631579,1.6,0.0,79.80263157894737,19.40921052631579,0.0,1013.4842105263158,0.0,6514
BRU-DJE,2023-07,71,35,36,26,38,7,2821.0,60,9,11,49,11,13390.0,12553.0,139209.7,71,0,0,25,36,10,17,28,26,18.887323943661972,155.6,0.0,232.56338028169014,13.85492957746479,37.39577464788732,1012.169014084507,0.0,31.669014084507044,0.0,0.0,91.07042253521126,15.188732394366198,0.0,1014.3591549295775,0.0,10763
BRU-DJE,2023-08,71,35,36,26,43,2,1819.0,58,13,13,57,1,13410.0,12441.0,139209.7,69,2,0,27,36,8,18,35,18,18.03098591549296,291.0,0.0,230.92957746478874,12.343661971830986,32.28169014084507,1013.7507042253521,0.0,29.03380281690141,96.39999999999999,0.0,118.98591549295774,16.07323943661972,0.0,1013.7549295774648,0.0,11024
BRU-DJE,2023-09,78,39,39,28,43,7,1791.0,62,16,16,61,1,14553.0,13714.0,152934.6,76,2,0,28,40,10,20,46,12,18.200000000000003,163.6,0.0,163.51282051282053,10.264102564102565,25.646153846153844,1016.046153846154,0.0,27.710256410256413,0.6000000000000001,0.0,67.66666666666667,18.502564102564104,0.0,1015.2615384615384,0.0,9260
BRU-DJE,2023-10,49,25,24,22,25,2,1176.0,31,14,18,31,0,9324.0,8642.0,96074.3,49,0,0,28,13,8,18,22,9,13.73265306122449,124.0,0.0,211.59183673469389,17.86122448979592,38.76326530612245,1010.8489795918367,0.0,24.689795918367345,5.0,0.0,119.79591836734694,12.308163265306122,0.0,1017.3020408163266,0.0,7232
BRU-DJE,2023-11,17,8,9,7,9,1,655.0,13,4,4,11,2,3150.0,2898.0,33331.9,17,0,0,6,2,9,4,2,11,9.011764705882353,94.2,0.0,210.8235294117647,20.141176470588235,42.5,995.5294117647059,0.0,22.34705882352941,0.4,0.0,239.94117647058823,18.570588235294117,0.0,1013.4470588235293,0.0,3362
BRU-DJE,2023-12,18,9,9,8,9,1,621.0,14,4,4,11,3,3360.0,3079.0,35292.6,18,0,0,2,6,10,2,6,10,8.077777777777778,31.6,0.0,240.44444444444446,23.41111111111111,46.48888888888889,1014.2666666666667,0.0,15.366666666666667,11.6,0.0,236.88888888888889,21.744444444444444,0.0,1019.7888888888889,0.0,3218
BRU-DLA,2023-01,60,31,29,20,33,6,2123.0,53,3,7,44,9,25118.0,24478.0,314244.0,58,0,2,58,2,0,0,30,30,5.41,174.2,0.0,187.48333333333332,19.298333333333336,42.166666666666664,1015.8766666666667,0.0,28.425,74.6,0.0,199.1,4.819999999999999,0.0,1010.1783333333333,0.0,6208
BRU-DLA,2023-02,46,25,21,17,29,0,1333.0,45,1,1,43,2,19320.0,18848.0,240920.4,46,0,0,46,0,0,0,18,28,5.291304347826087,18.1,0.0,186.08695652173913,13.210869565217392,31.36304347826087,1028.591304347826,0.0,28.652173913043477,96.8,0.0,210.7173913043478,6.113043478260869,0.0,1009.3543478260871,0.0,6280
BRU-DLA,2023-03,52,25,27,17,28,7,1934.0,43,6,9,36,7,21785.0,21229.0,272344.8,52,0,0,47,5,0,0,33,19,7.151923076923077,171.0,0.0,201.28846153846155,16.43846153846154,38.63846153846154,1011.7980769230769,0.0,27.842307692307692,330.8,0.0,203.73076923076923,5.209615384615384,0.0,1009.6307692307693,0.0,6143
BRU-DLA,2023-04,59,29,30,27,30,2,1646.0,52,6,7,51,1,24485.0,23665.0,309006.6,59,0,0,59,0,0,0,58,1,8.666101694915254,136.5,0.0,160.4406779661017,12.344067796610169,33.405084745762714,1016.7627118644068,0.0,27.24576271186441,583.4,0.0,198.08474576271186,5.06949152542373,0.0,1009.2016949152543,0.0,6574
BRU-DLA,2023-05,49,25,24,9,34,6,1559.0,45,2,4,42,3,20335.0,20038.0,256632.59999999998,49,0,0,49,0,0,0,49,0,13.212244897959183,100.9,0.0,178.44897959183675,10.200000000000001,28.651020408163266,1020.9102040816326,0.0,27.746938775510202,325.9,0.0,215.08163265306123,4.840816326530612,0.0,1010.9224489795918,0.0,5203
BRU-DLA,2023-06,53,24,29,16,28,9,2248.0,52,0,1,46,6,21995.0,21494.0,277582.19999999995,53,0,0,52,1,0,0,51,2,19.39622641509434,38.8,0.0,132.52830188679246,9.615094339622642,28.371698113207547,1017.4792452830189,0.0,26.264150943396228,1182.6,0.0,224.30188679245282,5.209433962264152,0.0,1012.845283018868,0.0,7353
BRU-DLA,2023-07,61,30,31,11,35,15,3444.0,60,0,1,38,22,25315.0,25004.0,319481.39999999997,61,0,0,59,2,0,0,52,9,18.39672131147541,202.5,0.0,233.91803278688525,14.614754098360656,37.09672131147541,1012.9622950819671,0.0,26.15081967213115,916.2,0.0,214.29508196721312,5.891803278688524,0.0,1013.7491803278688,0.0,8887
BRU-DLA,2023-08,60,29,31,7,30,23,2831.0,58,2,2,45,13,25940.0,25726.0,314244.0,60,0,0,60,0,0,0,53,7,18.123333333333335,173.3,0.0,212.31666666666666,11.78,30.576666666666664,1014.2516666666667,0.0,25.638333333333332,740.0,0.0,229.83333333333334,5.496666666666667,0.0,1012.8483333333334,0.0,7154
BRU-DLA,2023-09,56,29,27,17,33,6,2881.0,50,6,6,37,13,24685.0,23838.0,293294.39999999997,56,0,0,52,4,0,0,41,15,18.55535714285714,140.29999999999998,0.0,169.85714285714286,9.589285714285714,25.65892857142857,1016.5892857142857,0.0,26.298214285714288,1547.6,0.0,194.58928571428572,5.244642857142857,0.0,1012.0035714285714,0.0,5302
BRU-DLA,2023-10,55,27,28,19,32,4,1802.0,49,4,6,44,5,22855.0,22380.0,288057.0,55,0,0,55,0,0,0,49,6,13.625454545454545,215.6,0.0,197.3090909090909,15.376363636363637,34.3,1008.4963636363636,0.0,26.90181818181818,399.5,0.0,170.87272727272727,5.12909090909091,0.0,1010.8781818181818,0.0,7228
BRU-DLA,2023-11,57,28,29,24,31,2,2164.0,57,0,0,53,4,23940.0,23093.0,298531.8,57,0,0,57,0,0,0,22,35,8.0,263.2,0.0,211.43859649122808,18.898245614035087,41.55438596491228,1005.7140350877193,0.0,26.919298245614037,298.7,0.0,147.21052631578948,4.407017543859649,0.0,1010.6140350877193,0.0,7381
BRU-DLA,2023-12,55,26,29,22,32,1,2513.0,55,0,0,49,6,23100.0,22265.0,288057.0,55,0,0,54,1,0,0,20,35,6.796363636363637,120.5,0.0,223.92727272727274,19.321818181818184,40.67454545454545,1014.0781818181819,0.0,28.29818181818182,56.5,0.0,172.16363636363636,4.0600000000000005,0.0,1010.2600000000001,0.0,8474
BRU-DOH,2023-01,165,80,85,78,81,5,3820.0,85,72,80,73,12,61732.0,59564.0,806932.5,148,0,17,25,91,49,50,25,90,5.483030303030303,536.3,0.0,192.0969696969697,20.144848484848485,43.527272727272724,1015.5642424242425,0.0,18.407272727272726,420.2,0.0,202.75151515151515,15.563030303030304,0.0,1019.710909090909,0.0,16871
BRU-DOH,2023-02,147,72,75,64,73,9,5677.0,107,36,40,88,19,54626.0,52665.0,718903.5,143,0,4,24,66,57,57,26,64,5.945578231292517,81.7,0.0,208.96598639455783,13.693877551020408,32.18911564625851,1027.6312925170068,0.0,20.30544217687075,0.0,0.0,221.0204081632653,20.88027210884354,0.0,1016.5959183673469,0.0,17003
BRU-DOH,2023-03,165,80,85,73,81,11,5139.0,79,76,86,59,20,61435.0,59225.0,806932.5,165,0,0,32,75,58,57,32,76,7.249090909090908,601.2,0.0,193.88484848484848,16.044848484848487,38.37212121212121,1010.5666666666667,0.0,23.884848484848487,48.0,0.0,198.76969696969698,17.14181818181818,0.0,1012.6060606060606,0.0,17945
BRU-DOH,2023-04,146,71,75,67,71,8,4287.0,86,58,60,68,18,54148.0,52544.0,714013.0,146,0,0,45,68,33,33,45,68,8.551369863013699,359.40000000000003,0.0,159.53424657534248,12.457534246575342,33.57054794520548,1016.7746575342467,0.0,26.118493150684934,8.8,0.0,211.08904109589042,17.56986301369863,0.0,1010.5917808219177,0.0,12997
BRU-DOH,2023-05,140,69,71,65,69,5,3550.0,87,45,53,81,6,51746.0,50813.0,684670.0,140,0,0,64,52,24,24,64,52,13.221428571428572,253.0,0.0,166.62857142857143,10.648571428571428,29.35285714285714,1021.2678571428571,0.0,32.195,0.0,0.0,211.93571428571428,17.225,0.0,1007.0642857142857,0.0,13610
BRU-DOH,2023-06,143,71,72,60,71,12,4774.0,98,39,45,78,20,52914.0,51722.0,699341.5,143,0,0,61,55,27,27,61,55,19.447552447552447,208.6,0.0,137.2027972027972,9.502097902097901,28.737762237762237,1017.383916083916,0.0,35.204195804195805,0.0,0.0,263.86713286713285,19.53146853146853,0.0,1000.2251748251749,0.0,13589
BRU-DOH,2023-07,143,70,73,67,70,6,4958.0,98,43,45,81,17,53110.0,50943.0,699341.5,143,0,0,59,58,26,27,58,58,18.226573426573427,488.3,0.0,236.44755244755245,14.865734265734266,37.386013986013985,1013.0258741258742,0.0,36.13706293706294,0.0,0.0,172.26573426573427,14.647552447552448,0.0,997.5664335664336,0.0,14721
BRU-DOH,2023-08,144,72,72,65,72,7,4522.0,102,36,42,89,13,53328.0,51651.0,704232.0,144,0,0,69,54,21,22,68,54,17.992361111111112,403.9,0.0,210.36111111111111,11.661805555555555,30.55763888888889,1014.0673611111112,0.0,36.68055555555556,0.0,0.0,131.54861111111111,13.70486111111111,0.0,999.9284722222224,0.0,17164
BRU-DOH,2023-09,136,68,68,63,69,4,3640.0,92,38,44,84,8,50160.0,48834.0,665108.0,136,0,0,57,54,25,24,57,55,18.672794117647058,374.59999999999997,0.0,171.98529411764707,10.119117647058824,26.61911764705882,1016.0323529411764,0.0,34.76470588235294,0.0,0.0,159.86764705882354,13.823529411764707,0.0,1003.3360294117648,0.0,16301
BRU-DOH,2023-10,146,73,73,60,73,13,4286.0,104,37,42,81,23,53921.0,53713.0,714013.0,146,0,0,61,62,23,26,61,59,13.888356164383563,499.8,0.0,197.8082191780822,15.03013698630137,33.95684931506849,1010.0301369863014,0.0,31.786301369863015,10.2,0.0,202.17123287671234,14.46986301369863,0.0,1011.127397260274,0.0,15923
BRU-DOH,2023-11,142,70,72,62,70,10,5894.0,120,20,22,96,24,52809.0,50520.0,694451.0,140,0,2,62,57,23,24,61,57,8.008450704225352,635.4,0.0,207.2605633802817,18.992957746478872,42.059859154929576,1005.8830985915492,0.0,26.734507042253522,43.6,0.0,226.41549295774647,17.091549295774648,0.0,1015.1718309859154,0.0,14637
BRU-DOH,2023-12,143,72,71,57,73,12,7091.0,120,22,23,88,32,53206.0,51378.0,699341.5,137,0,6,55,56,32,32,55,56,7.057342657342658,307.1,0.0,223.4825174825175,19.877622377622377,41.7027972027972,1013.3531468531469,0.0,22.325874125874126,3.6,0.0,270.9160839160839,13.877622377622378,0.0,1017.8678321678323,0.0,14304
BRU-DUB,2023-01,274,136,138,130,136,8,6772.0,177,85,97,165,12,28402.0,25337.0,214898.19999999998,230,0,44,150,32,92,148,30,96,5.535766423357664,778.4,0.0,194.87591240875912,19.727372262773724,42.917883211678834,1015.8478102189781,0.0,6.081021897810219,381.40000000000003,0.0,233.15328467153284,18.735766423357667,46.316423357664235,1010.7627737226277,0.0,31714
BRU-DUB,2023-02,243,120,123,120,121,2,5656.0,161,78,82,154,7,25045.0,21977.0,190584.9,205,0,38,134,24,85,131,27,85,5.718518518518518,90.6,0.0,196.7366255144033,13.496296296296295,31.906584362139917,1028.1086419753087,0.0,7.5251028806584355,98.60000000000001,0.0,210.90123456790124,17.63292181069959,40.13662551440329,1027.249794238683,0.0,31346
BRU-DUB,2023-03,269,130,139,121,130,18,8275.0,215,47,54,192,23,27538.0,24837.0,210976.69999999998,223,0,46,147,30,92,137,40,92,7.5925650557620825,1012.0,0.0,198.30483271375465,17.03011152416357,39.66840148698884,1010.1193308550185,0.0,7.1197026022304835,1140.9,0.29739776951672864,169.13011152416357,18.516356877323418,43.72304832713755,1005.1762081784387,0.0,36342
BRU-DUB,2023-04,274,134,140,118,135,21,9636.0,218,50,56,183,35,27286.0,24898.0,214898.19999999998,236,0,38,148,47,79,145,20,109,8.562773722627737,685.5,0.0,160.40510948905109,12.717883211678831,34.098175182481754,1016.4277372262774,0.0,8.787226277372262,536.4,0.0,167.2992700729927,16.813503649635035,39.5485401459854,1014.9069343065694,0.0,39606
BRU-DUB,2023-05,299,147,152,132,148,19,9762.0,244,49,55,209,35,29505.0,26682.0,234505.69999999998,253,0,46,163,62,74,162,23,114,13.178260869565218,639.4,0.0,158.91304347826087,10.46923076923077,29.46421404682274,1021.1939799331103,0.0,12.299331103678929,261.4,0.0,179.95652173913044,14.362541806020065,31.420735785953173,1023.7066889632107,0.0,41766
BRU-DUB,2023-06,287,139,148,125,139,23,11203.0,251,34,36,207,44,28302.0,25614.0,225094.09999999998,243,0,44,153,57,77,152,20,115,19.30522648083624,300.6,0.0,137.30662020905925,9.610452961672474,28.508013937282232,1017.6121951219512,0.0,15.686411149825783,493.4,0.0,140.68641114982577,14.479094076655052,34.97282229965157,1017.5034843205575,0.0,40880
BRU-DUB,2023-07,279,137,142,127,138,14,9545.0,230,43,49,199,31,27846.0,25237.0,218819.69999999998,236,2,41,154,53,72,154,8,117,18.351612903225806,891.6,0.0,233.48745519713262,14.492831541218639,36.7820788530466,1013.1025089605733,0.0,14.891756272401434,1272.0,0.17921146953405018,232.4516129032258,16.96057347670251,40.73763440860215,1008.0752688172043,0.0,41532
BRU-DUB,2023-08,284,141,143,127,141,16,9127.0,208,57,76,183,25,28245.0,25667.0,222741.19999999998,238,2,44,160,53,71,160,17,107,18.092957746478874,776.9,0.0,211.67605633802816,11.658098591549296,30.408450704225352,1013.9742957746479,0.0,15.279577464788732,1215.6,0.0,205.5387323943662,17.236619718309857,38.282746478873236,1012.0482394366197,0.0,39816
BRU-DUB,2023-09,280,138,142,121,139,20,10097.0,240,36,40,195,45,27684.0,24962.0,219604.0,236,2,42,147,61,72,147,19,114,18.515357142857145,819.6,0.0,174.81785714285715,10.138928571428572,26.94214285714286,1015.9589285714286,0.0,14.662142857142856,1075.9,0.0,186.10714285714286,15.219285714285713,39.23321428571428,1011.3839285714286,0.0,38330
BRU-DUB,2023-10,303,150,153,146,150,7,8408.0,221,66,82,204,17,30282.0,27281.0,237642.9,257,2,44,160,58,85,160,16,127,13.868646864686468,1194.1000000000001,0.0,197.32013201320132,15.027392739273928,33.879207920792076,1009.370297029703,0.0,11.642574257425743,1385.9,0.0,189.35973597359737,15.063696369636965,36.565676567656766,1004.1937293729374,0.0,38095
BRU-DUB,2023-11,303,150,153,145,151,7,6665.0,171,120,132,161,10,31313.0,27909.0,237642.9,257,0,46,157,29,117,154,19,130,8.021782178217821,1263.2,0.0,215.02970297029702,18.9986798679868,41.97227722772277,1006.0848184818482,0.0,7.6105610561056105,593.3,0.0,238.72607260726073,17.72937293729373,41.78547854785479,1003.677887788779,0.0,39936
BRU-DUB,2023-12,286,142,144,139,142,5,6340.0,170,107,116,162,8,29660.0,26564.0,224309.8,254,0,32,146,34,106,144,21,121,6.8835664335664335,640.2,0.0,221.5979020979021,19.504195804195803,40.5513986013986,1013.3856643356643,0.0,7.542307692307692,594.1,0.0,246.8916083916084,22.791958041958043,54.518531468531464,1007.9034965034966,0.0,40604
BRU-DXB,2023-01,122,60,62,58,62,2,2023.0,55,63,67,55,0,48190.0,46670.0,628007.2000000001,122,0,0,0,61,61,61,0,61,5.504098360655738,348.8,0.0,191.13114754098362,19.54754098360656,42.6155737704918,1015.8188524590164,0.0,20.942622950819672,317.3,0.0,128.50819672131146,13.997540983606557,0.0,1018.7573770491803,0.0,26111
BRU-DXB,2023-02,113,56,57,56,56,1,2459.0,73,36,40,69,4,44640.0,42789.0,581678.8,113,0,0,0,57,56,56,0,57,5.697345132743362,49.6,0.0,199.76991150442478,13.269026548672567,31.467256637168145,1028.175221238938,0.0,23.555752212389383,0.0,0.0,179.30088495575222,13.005309734513274,0.0,1016.074336283186,0.0,31856
BRU-DXB,2023-03,123,61,62,62,61,0,1914.0,57,58,66,57,0,48530.0,46588.0,633154.8,123,0,0,0,63,60,61,0,62,7.48130081300813,461.9,0.0,200.8211382113821,16.962601626016262,39.730894308943085,1010.0967479674796,0.0,25.74471544715447,25.2,0.0,193.0487804878049,14.070731707317073,0.0,1011.989430894309,0.0,34007
BRU-DXB,2023-04,119,60,59,59,60,0,2227.0,67,49,52,65,2,46705.0,45177.0,612564.4,119,0,0,0,59,60,60,0,59,8.667226890756304,297.2,0.0,160.78991596638656,12.58655462184874,33.98067226890756,1016.4100840336134,0.0,27.04033613445378,0.0,0.0,224.1344537815126,13.70672268907563,0.0,1009.9680672268908,0.0,33002
BRU-DXB,2023-05,123,61,62,57,61,5,2805.0,62,54,61,56,6,48280.0,47179.0,633154.8,123,0,0,0,62,61,61,0,62,13.265040650406503,236.4,0.0,165.3658536585366,10.538211382113822,29.164227642276426,1021.1284552845528,0.0,32.7130081300813,1.2,0.0,226.4308943089431,13.807317073170731,0.0,1006.439024390244,0.0,31871
BRU-DXB,2023-06,112,56,56,56,56,0,2821.0,76,31,36,72,4,43980.0,42415.0,576531.2000000001,112,0,0,0,60,52,52,0,60,19.491071428571427,136.0,0.0,141.76785714285714,9.585714285714285,28.473214285714285,1017.4982142857143,0.0,35.2,0.0,0.0,233.46428571428572,14.042857142857143,0.0,999.219642857143,0.0,26333
BRU-DXB,2023-07,124,61,63,58,62,4,3575.0,90,32,34,81,9,48616.0,46468.0,638302.4,124,0,0,2,60,62,62,2,60,18.37741935483871,405.4,0.0,233.88709677419354,14.571774193548388,36.99112903225806,1013.0056451612903,0.0,37.398387096774194,0.0,0.0,194.13709677419354,13.984677419354838,0.0,997.1903225806452,0.0,35225
BRU-DXB,2023-08,120,60,60,59,60,1,3088.0,75,40,45,71,4,47100.0,45377.0,617712.0,120,0,0,0,59,61,61,0,59,18.084166666666665,329.3,0.0,214.65833333333333,11.550833333333333,30.16,1014.1616666666666,0.0,37.77333333333333,0.0,0.0,173.88333333333333,13.753333333333334,0.0,1000.0275,0.0,36292
BRU-DXB,2023-09,119,59,60,60,59,0,2680.0,85,32,34,84,1,46710.0,44954.0,612564.4,119,0,0,0,60,59,59,0,60,18.5327731092437,314.5,0.0,170.35294117647058,10.052100840336134,26.406722689075632,1016.2453781512605,0.0,35.8563025210084,0.0,0.0,147.00840336134453,13.321008403361345,0.0,1003.1210084033613,0.0,32832
BRU-DXB,2023-10,122,61,61,61,61,0,2591.0,76,46,46,73,3,47920.0,46008.0,628007.2000000001,122,0,0,0,62,60,60,0,62,13.681967213114755,448.0,0.0,196.4262295081967,15.181967213114755,34.14262295081967,1009.4213114754098,0.0,32.308196721311475,23.599999999999998,0.0,124.14754098360656,11.924590163934425,0.0,1010.9737704918033,0.0,35126
BRU-DXB,2023-11,118,59,59,57,60,1,3100.0,86,24,32,80,6,46600.0,44151.0,607416.8,118,0,0,0,60,58,58,0,60,7.908474576271187,506.8,0.0,212.23728813559322,18.73050847457627,41.652542372881356,1006.0525423728814,0.0,27.90169491525424,195.20000000000002,0.0,159.42372881355934,12.315254237288135,0.0,1014.5372881355931,0.0,31786
BRU-DXB,2023-12,120,60,60,57,60,3,3328.0,89,25,31,82,7,47400.0,45266.0,617712.0,120,0,0,0,60,60,60,0,60,7.001666666666667,272.6,0.0,223.125,19.645833333333332,41.25333333333333,1013.3625,0.0,24.291666666666668,0.0,0.0,155.54166666666666,10.519166666666667,0.0,1017.1158333333333,0.0,32680
BRU-EWR,2023-01,61,30,31,30,30,1,1683.0,47,12,14,43,4,30805.0,29837.0,360339.2,61,0,0,61,0,0,0,45,16,5.50327868852459,174.4,0.0,189.13114754098362,19.42622950819672,42.38852459016393,1016.4409836065574,0.0,5.368852459016393,237.79999999999998,0.0,246.18032786885246,11.949180327868852,0.0,1015.6327868852459,0.0,17706
BRU-EWR,2023-02,56,28,28,28,28,0,1128.0,34,16,22,32,2,28280.0,27066.0,330803.2,56,0,0,56,0,0,0,50,6,5.685714285714285,24.8,0.0,199.21428571428572,13.157142857142857,31.285714285714285,1028.2214285714285,0.0,4.164285714285714,67.0,1.7857142857142858,221.42857142857142,13.135714285714286,0.0,1017.775,0.0,16708
BRU-EWR,2023-03,62,31,31,29,31,2,1864.0,42,18,20,37,5,31060.0,29507.0,366246.39999999997,62,0,0,62,0,0,0,46,16,7.487096774193549,231.4,0.0,200.90322580645162,16.98709677419355,39.78387096774193,1010.0903225806452,0.0,6.419354838709677,174.0,0.967741935483871,223.5483870967742,13.887096774193548,0.0,1015.5709677419355,0.0,19549
BRU-EWR,2023-04,60,30,30,29,30,1,1787.0,46,12,14,42,4,29100.0,27696.0,354432.0,60,0,0,60,0,0,0,58,2,8.673333333333334,148.6,0.0,162.26666666666668,12.523333333333333,33.836666666666666,1016.48,0.0,13.743333333333334,343.2,0.0,215.1,11.620000000000001,0.0,1016.6466666666668,0.0,20183
BRU-EWR,2023-05,62,31,31,30,31,1,1616.0,50,8,12,49,1,30070.0,28611.0,366246.39999999997,62,0,0,62,0,0,0,61,1,13.245161290322581,118.6,0.0,166.83870967741936,10.55483870967742,29.212903225806453,1021.1774193548387,0.0,16.883870967741935,94.4,0.0,210.4516129032258,9.716129032258063,0.0,1016.7,0.0,20455
BRU-EWR,2023-06,60,30,30,29,30,1,2381.0,58,2,2,47,11,29100.0,27473.0,354432.0,60,0,0,60,0,0,0,59,1,19.459999999999997,68.0,0.0,135.76666666666668,9.503333333333334,28.52,1017.5166666666667,0.0,20.709999999999997,229.4,0.0,208.1,9.979999999999999,0.0,1011.2066666666667,0.0,20003
BRU-EWR,2023-07,62,31,31,30,31,1,2041.0,52,10,10,46,6,30070.0,28799.0,366246.39999999997,62,0,0,62,0,0,0,62,0,18.38064516129032,202.6,0.0,234.09677419354838,14.587096774193547,37.03548387096774,1012.9677419354839,0.0,25.76451612903226,401.2,0.0,241.2258064516129,8.406451612903227,0.0,1012.9548387096773,0.0,19813
