name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Brussels,Belgium",2023-01-01,16.1,10.4,13,16.1,10.4,13,8.2,74,2.142,100,12.5,rain,0,0,78.4,34.6,198.6,1013.1,93.8,25.7,21.5,2,2,10,2023-01-01T08:45:09,2023-01-01T16:47:08,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E5287,06459099999,06439099999,D0152,06450099999,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-02,13.6,6.6,9.9,13.6,4.3,8.5,8.6,91.9,7.262,100,29.17,rain,0,0,57.3,29.3,219.8,1017.2,81.1,27,14,1.2,1,10,2023-01-02T08:45:04,2023-01-02T16:48:11,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-03,8.9,3.8,6.8,5.8,0.7,3.8,5.4,91.2,0.561,100,12.5,rain,0,0,57.3,29.4,191,1026.2,69.4,29.5,24.5,2.2,2,10,2023-01-03T08:44:55,2023-01-03T16:49:16,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-04,12.4,8.6,11.2,12.4,4.8,10.4,9.6,90.2,3.316,100,25,rain,0,0,68.2,40.1,220.1,1018.6,97.2,16.1,11.8,0.9,1,10,2023-01-04T08:44:43,2023-01-04T16:50:24,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-05,11.4,9.8,10.7,11.4,7.5,10.5,9.1,89.8,1.269,100,12.5,rain,0,0,53.7,22.2,239.5,1021.2,91.8,16.4,21.5,1.7,1,10,2023-01-05T08:44:27,2023-01-05T16:51:35,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-06,11.2,10.1,10.7,11.2,10.1,10.7,8.9,89.1,0.321,100,8.33,rain,0,0,50.3,28.2,211.5,1018.6,91.2,29.5,13.9,1.2,1,10,2023-01-06T08:44:08,2023-01-06T16:52:47,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-07,11.5,9.1,10.2,11.5,5.5,9.2,6.9,80.6,0.605,100,12.5,rain,0,0,61.1,29.8,184.1,1010.5,82.7,32.6,43.8,3.8,2,10,2023-01-07T08:43:47,2023-01-07T16:54:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-08,10.2,6.3,8.4,10.2,3,5.6,5.8,83.9,6.785,100,20.83,rain,0,0,60.8,25.8,195.6,1000.3,76,28.9,41.6,3.5,3,10,2023-01-08T08:43:22,2023-01-08T16:55:20,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-09,7.7,4.7,6.5,4.9,2.2,3,4.5,87.8,1.861,100,8.33,rain,0,0,62.7,33.5,227.2,1001,78.4,25.8,20.8,1.9,1,10,2023-01-09T08:42:54,2023-01-09T16:56:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-10,10.2,3.2,5.9,10.2,-0.9,2.4,4.3,89.7,3.218,100,12.5,rain,0,0,64.5,33,197,1015.3,77.4,21.3,18.9,1.6,1,10,2023-01-10T08:42:22,2023-01-10T16:58:00,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-11,11.4,8.8,10,11.4,4.6,8.5,7.7,85.7,5.386,100,16.67,rain,0,0,68.1,35.9,223.3,1011.7,81.1,25.8,41,3.6,2,10,2023-01-11T08:41:48,2023-01-11T16:59:24,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06450099999,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-12,10.8,8.2,9.6,10.8,4.2,7.3,8.4,91.9,13.018,100,33.33,rain,0,0,82.5,41,217.2,1008.8,97.5,9.4,10.5,1,1,10,2023-01-12T08:41:11,2023-01-12T17:00:49,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-13,9.7,7.2,8.5,7.4,3.3,5.2,4.9,78.2,1.223,100,16.67,rain,0,0,68,30.2,235.6,1010.3,66.6,22.8,19.2,1.7,1,10,2023-01-13T08:40:30,2023-01-13T17:02:16,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-14,11.4,6.1,8.7,11.4,2.5,6.3,7.2,90.1,8.923,100,29.17,rain,0,0,82.4,41.6,206.4,1006.6,95.7,16.6,8.4,0.7,0,10,2023-01-14T08:39:47,2023-01-14T17:03:44,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-15,7.7,4.9,6,5.5,0,1.9,3.1,82,2.852,100,20.83,rain,0,0,74.8,33.7,220.5,1001.9,86.4,35.4,28.5,2.3,2,10,2023-01-15T08:39:01,2023-01-15T17:05:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-16,5.6,2.6,4.4,3.1,-2,0.3,3.1,91.6,14.192,100,33.33,"rain,snow",0,0,74.8,30.5,197.1,984.6,88.9,21.2,19.1,1.7,1,10,2023-01-16T08:38:12,2023-01-16T17:06:46,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-17,4.3,-1.8,0.5,4.3,-4.4,-1.3,-1.4,87.7,0.785,100,12.5,"rain,snow",0,0,57.7,15.9,231.5,988.8,44.1,27.7,53.5,4.6,3,10,2023-01-17T08:37:20,2023-01-17T17:08:20,0.85,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-18,3.6,-2.8,0.2,0,-6.2,-3.2,-1.6,88.5,0.082,100,4.17,rain,0,0,35.7,18.7,221.1,997.3,58.7,27.6,58.8,5,3,10,2023-01-18T08:36:26,2023-01-18T17:09:54,0.89,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-19,2.6,-0.3,0.8,0.1,-4.3,-2.7,0.2,95.1,0.107,100,8.33,"rain,snow",0.2,0,35.9,15.7,228.3,1007.1,68.5,12.9,31.9,2.8,2,10,2023-01-19T08:35:28,2023-01-19T17:11:30,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-20,4.4,-0.3,1.2,1.5,-4.7,-2.5,0.7,96.3,5.678,100,29.17,"rain,snow",0.7,0.2,39.7,17.9,236.2,1015.3,96.8,7.8,21.4,1.9,1,10,2023-01-20T08:34:28,2023-01-20T17:13:07,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-21,0.5,-2.2,-0.8,-2.2,-6.7,-4.6,-1.8,93.5,1.861,100,12.5,"rain,snow",0,0,35.9,15.1,41.8,1030.6,64.2,6.1,38.5,3.3,2,10,2023-01-21T08:33:26,2023-01-21T17:14:45,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"E5287,06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-01-22,0.3,-1.4,-0.5,-3,-5.9,-4.4,-1.4,93.7,0.08,100,4.17,"rain,snow",0,0,28.8,14.5,17,1033.7,98.4,7.7,9.4,0.8,0,10,2023-01-22T08:32:20,2023-01-22T17:16:24,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-23,2.7,0.1,1.5,-0.6,-3,-1.8,0.4,92.6,0.022,100,8.33,"rain,snow",0,0,37.3,17.8,49.5,1036.3,98.6,7.3,17.7,1.5,1,10,2023-01-23T08:31:13,2023-01-23T17:18:05,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-24,1.9,0.6,1.5,0.6,-2.5,-1.4,-0.6,85.6,0,0,0,,0,0,35.8,17.8,65.4,1038,98.5,10.9,14.2,1.1,1,10,2023-01-24T08:30:02,2023-01-24T17:19:46,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"06459099999,06439099999,D0152,06450099999,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-25,0.3,-1.8,-0.9,-0.1,-5.6,-2.4,-2.2,90.9,0,0,0,,0,0,21.6,10.8,157.7,1033.6,99.5,7.2,13.5,1.2,1,10,2023-01-25T08:28:50,2023-01-25T17:21:28,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-26,5.9,-1.4,2.1,3.5,-4.2,0.1,1.3,94.3,2.097,100,20.83,"rain,snow",0.3,0,39.4,17.9,359.5,1025.5,99.1,9.3,17.1,1.5,1,10,2023-01-26T08:27:35,2023-01-26T17:23:10,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-27,5.1,3,4,2,-0.5,0.6,1.4,83.1,0.079,100,4.17,"rain,snow",0,0,39.4,20.7,23.2,1026.8,97.8,26,13,1.2,1,10,2023-01-27T08:26:17,2023-01-27T17:24:54,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-28,3.3,-1.9,1.6,1.9,-4.5,-0.6,-1.7,79.2,0,0,0,,0,0,28.6,11.5,30,1030.8,70.2,27.5,35,3,2,10,2023-01-28T08:24:58,2023-01-28T17:26:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,06439099999,D0152,06450099999,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-29,3.2,-3.3,0.3,-0.1,-6.3,-2.9,-1.5,88.7,0.079,100,4.17,rain,0,0,41.2,21.2,210.8,1028.6,71.8,14.5,20.9,1.8,1,10,2023-01-29T08:23:36,2023-01-29T17:28:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-30,8.1,3.2,6,4.9,-0.8,2.8,3.2,82.8,0.153,100,16.67,rain,0,0,46.7,28.1,265.5,1022.9,80.4,17.3,40.2,3.7,2,10,2023-01-30T08:22:12,2023-01-30T17:30:07,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,E9665,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-01-31,7.5,2.3,5.1,4.9,-1.6,2.1,4,92.7,0.317,100,8.33,rain,0,0,43.2,20,236,1025.1,70.7,16.2,32.4,2.9,3,10,2023-01-31T08:20:46,2023-01-31T17:31:53,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-01,9.3,3.8,6.8,6,0.3,3.6,3.3,79.6,0.241,100,4.17,rain,0,0,54,30.3,254.7,1023.4,78.5,16.4,49.2,4.2,3,10,2023-02-01T08:19:18,2023-02-01T17:33:39,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-02,9.7,6.7,8.2,7.4,3.8,5.5,5.4,83.1,0.254,100,12.5,rain,0,0,42.1,19.2,253.4,1026.7,93.5,21.6,47.1,4.1,3,10,2023-02-02T08:17:48,2023-02-02T17:35:25,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-03,10.5,8.6,9.4,10.5,5.8,7.5,7.1,85.4,0.169,100,8.33,rain,0,0,40.1,22.1,257.1,1030,97.5,34.6,16.2,1.5,1,10,2023-02-03T08:16:16,2023-02-03T17:37:12,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-04,10,7,8.7,9.1,5.4,7.6,8,95.6,2.506,100,16.67,rain,0,0,25.3,11.5,295.6,1036.5,98.5,10.9,25.1,2.1,1,10,2023-02-04T08:14:42,2023-02-04T17:38:59,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E5287,06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-05,8.3,3.3,6.7,6.8,1.1,4,3.8,82.6,0.753,100,8.33,rain,0,0,50.5,25.7,338.4,1040.4,77.4,18.7,60.9,5.2,3,10,2023-02-05T08:13:06,2023-02-05T17:40:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-06,6.5,1.6,3.6,5.1,-0.4,1.6,2.3,91,0,0,0,,0,0,32.3,12.9,48.9,1041.9,61.3,12.7,49.6,4.2,3,10,2023-02-06T08:11:28,2023-02-06T17:42:33,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,06439099999,D0152,F4778,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-02-07,6.4,-2.4,1.3,4.8,-4.7,-0.9,-1.4,83.8,0.003,100,8.33,"rain,snow",0,0,21.5,10.2,74.9,1039.3,7.1,16.5,95.4,8.4,4,10,2023-02-07T08:09:49,2023-02-07T17:44:20,0.56,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-08,8.2,-3.2,1.2,8.2,-6.2,-0.7,-5.7,65.2,0.002,100,4.17,rain,0,0,21.4,13.7,125.1,1036.5,9,29.3,95.4,8.3,4,10,2023-02-08T08:08:08,2023-02-08T17:46:07,0.59,Rain,Clear conditions throughout the day with afternoon rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-09,5.6,-1.6,2.2,3.9,-5.7,-0.7,-3.6,65.8,0.079,100,4.17,rain,0,0,28.5,17.2,203.8,1033.6,56.3,29.3,70,5.9,4,10,2023-02-09T08:06:26,2023-02-09T17:47:55,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-10,6.4,0.3,3.8,3.7,-2.3,1.4,2.6,91.7,0,0,0,,0,0,32.3,20.6,213.7,1037.7,76.3,8.3,43.3,3.7,2,10,2023-02-10T08:04:41,2023-02-10T17:49:42,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-11,7.9,4.9,6.6,7.9,2.1,5.1,5.7,94.4,0,0,0,rain,0,0,32.2,15.1,234.4,1037,98.2,11,16.3,1.4,1,10,2023-02-11T08:02:56,2023-02-11T17:51:29,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-12,7.8,5.6,7,7.3,4.3,6.4,3.7,79.9,0,0,0,rain,0,0,14.4,7.7,41.1,1038.7,97.1,19.7,20.5,1.7,1,10,2023-02-12T08:01:08,2023-02-12T17:53:17,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-13,12.9,0.8,6,12.9,-1.6,5,3.7,86.6,0,0,0,,0,0,17.9,9.3,124.2,1036.1,0.9,12.6,102.3,8.8,5,10,2023-02-13T07:59:20,2023-02-13T17:55:04,0.75,Clear,Clear conditions throughout the day.,clear-day,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-14,13.5,1.3,6.5,13.5,-1,5.4,3.4,83.2,0,0,0,,0,0,17.9,10.7,132.8,1032.9,0,11.1,101.7,8.8,5,10,2023-02-14T07:57:29,2023-02-14T17:56:51,0.8,Clear,Clear conditions throughout the day.,clear-day,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-15,12.3,2.1,6.9,12.3,-0.3,5.3,2.8,76.5,0.001,100,4.17,rain,0,0,28.7,14.4,180.5,1026.7,38.4,11.7,83.5,7.1,3,10,2023-02-15T07:55:38,2023-02-15T17:58:38,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-16,11.7,4.7,8.4,11.7,2.6,6.9,5.8,83.9,0.209,100,8.33,rain,0,0,50.1,28,206.1,1023.8,79.2,11.6,56,4.9,3,10,2023-02-16T07:53:45,2023-02-16T18:00:25,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-17,12.9,9.7,10.8,12.9,6.7,10,9.1,89.6,0.335,100,16.67,rain,0,0,61.1,29.4,234.7,1022.9,97.5,19.2,46.5,4,2,10,2023-02-17T07:51:51,2023-02-17T18:02:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-18,11.1,9.3,10,11.1,6.1,8.5,8.7,91.5,1.75,100,12.5,rain,0,0,60.1,30.7,241.4,1022.6,95.7,15.7,21.6,1.8,1,10,2023-02-18T07:49:56,2023-02-18T18:03:58,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,06450099999,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-19,10.1,4.9,8.8,10.1,2.4,6.8,6.5,85.4,0.353,100,4.17,rain,0,0,46.6,22.3,263.9,1025.1,82.9,26.9,27.8,2.3,1,10,2023-02-19T07:47:59,2023-02-19T18:05:44,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-20,8.4,5.5,7,6.3,2.2,4.1,5.5,90.3,0,0,0,,0,0,43,19.4,233.1,1025.6,84.4,20,24.9,2.1,1,10,2023-02-20T07:46:02,2023-02-20T18:07:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-21,7.1,3.7,5.6,7.1,1.1,4,5.3,98,0.002,100,4.17,rain,0,0,32.6,13.2,207.3,1020.1,96.8,6.2,25,2,1,10,2023-02-21T07:44:03,2023-02-21T18:09:15,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-22,10.2,2.6,6.5,10.2,-0.2,4.6,5.4,93,0.18,100,8.33,rain,0,0,32.2,17.8,188.1,1013,95.4,7.7,35.3,3,2,10,2023-02-22T07:42:03,2023-02-22T18:11:01,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-23,9.3,6.1,7.9,8.7,4,6.9,6.8,92.5,2.793,100,8.33,rain,0,0,25.1,11.9,341.6,1015.4,98.3,7.1,30.2,2.8,1,10,2023-02-23T07:40:03,2023-02-23T18:12:46,0.1,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-24,6.9,2.6,5,4.1,0.9,2.6,2.6,85.3,0.439,100,8.33,rain,0,0,32.4,18.5,298.5,1011.7,89.5,16.6,48.1,4.1,2,10,2023-02-24T07:38:01,2023-02-24T18:14:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-25,6.3,1.3,3.9,3.4,-2.4,0.9,0.3,78,0.472,100,16.67,rain,0,0,46.7,22.1,348.2,1012.8,51.7,28.4,79.8,7,3,10,2023-02-25T07:35:58,2023-02-25T18:16:15,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-26,4.2,-0.9,1.6,0.1,-5.5,-2.4,-4.8,63.5,0.398,100,8.33,"rain,snow",0,0,43.3,25.3,33.3,1023.5,7.9,28.8,108.4,9.3,4,10,2023-02-26T07:33:55,2023-02-26T18:18:00,0.2,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-27,5.6,-2.1,1.5,2.1,-6,-2.3,-3.7,69.5,0.001,100,4.17,rain,0,0,43.1,25,46.3,1029.3,10.4,31.6,120.7,10.3,6,10,2023-02-27T07:31:50,2023-02-27T18:19:44,0.25,Rain,Clear conditions throughout the day with afternoon rain.,rain,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-02-28,4.9,-1.6,1.4,1.5,-5,-1.8,-5.4,62.4,0,0,0,,0,0,43.2,18.2,60.3,1030.4,14.4,32.3,141.9,12.1,6,10,2023-02-28T07:29:45,2023-02-28T18:21:27,0.27,Clear,Clear conditions throughout the day.,clear-day,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-01,6.1,-3.2,1.6,2.6,-6.9,-1.8,-4.9,63.1,0,0,0,,0,0,35.9,21.4,43.5,1027.3,1.5,33.1,143.8,12.6,6,10,2023-03-01T07:27:39,2023-03-01T18:23:11,0.3,Clear,Clear conditions throughout the day.,clear-day,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-02,9.1,-1.5,3,6.5,-5.8,-0.2,-2.9,66.1,0,0,0,,0,0,32.4,17.9,37,1022.8,0.7,32.6,143.7,12.4,6,10,2023-03-02T07:25:33,2023-03-02T18:24:54,0.33,Clear,Clear conditions throughout the day.,clear-day,"06459099999,06439099999,D0152,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-03-03,5.8,-0.7,2.2,3.2,-4.6,-0.8,-0.2,85.2,0,0,0,,0,0,30.9,13.8,34.7,1025.8,72.4,20.3,83.6,7.4,5,10,2023-03-03T07:23:25,2023-03-03T18:26:37,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,D0152,06439099999,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-03-04,6.8,4.2,5.4,5.2,1.6,3.2,1.6,76.2,0,0,0,rain,0,0,32.1,13.7,347.6,1026.4,98.7,34.6,46.6,4.2,3,10,2023-03-04T07:21:17,2023-03-04T18:28:20,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-05,5,3.1,3.9,3.6,1,2.3,2.2,89.1,0.116,100,12.5,rain,0,0,32.1,11.3,275.7,1018.4,98.6,36,44,3.9,2,10,2023-03-05T07:19:08,2023-03-05T18:30:02,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-06,6.5,1.9,4,3.5,-0.8,1.1,1,82,1.224,100,12.5,"rain,snow",0,0,46.5,22.7,232.9,1007,95.4,18.1,58.3,5.2,2,10,2023-03-06T07:16:59,2023-03-06T18:31:44,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-07,4.6,1.4,3.6,1.8,-1.2,0.1,2.9,95.1,11.39,100,37.5,"rain,snow",0.3,0.1,46.7,25.7,243.2,1000.1,97.8,10.9,26.8,2.3,1,10,2023-03-07T07:14:49,2023-03-07T18:33:26,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06459099999,06439099999,D0152,F4778,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-08,2.6,0.1,1.2,1.2,-4,-1.5,1.2,99.5,11.899,100,41.67,"rain,snow",2.9,1.9,28.9,13.8,86.7,994,99.3,4.3,28.5,2.5,2,10,2023-03-08T07:12:39,2023-03-08T18:35:08,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06459099999,06439099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-03-09,12.6,2.6,7,12.6,-0.1,6.5,6.1,94.5,11.873,100,45.83,rain,0,1.6,66.9,27.7,204.6,993.9,99.1,6.5,49.6,4.4,3,10,2023-03-09T07:10:28,2023-03-09T18:36:49,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,06439099999,D0152,06447099999,06458099999,06451099999"
